"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Cooms et al. 2008; derived from given implementation and transaction costs; Coomes, O. T., Grimard, F., Potvin, C., & Sima, P. (2008). The fate of the tropical forest: Carbon or cattle?. Ecological Economics, 65(2), 207-212.",http://s3.amazonaws.com/academia.edu.documents/33386746/coomes_etal_08.pdf?AWSAccessKeyId=AKIAJ56TQJRTWSMTNPEA&Expires=1481253838&Signature=T6waP%2FnLTRJ9oNxKb56SW739a0M%3D&response-content-disposition=inline%3B%20filename%3DThe_fate_of_the_tropical_forest_Carbon_o.pdf,Latin America,Panama,1  - Peer Reviewed,2008,,382.1994219653179,US$2008/ha,420.4193641618497,US$2014/ ha,,"Refer page 208 and 209; $628,964 is the total cost of implementation of the CDM-AR project in the 692 hectares of areas; whereas the establishment cost is half of this amount. Moreover, 50,000 of this amount goes for transaction cost, so that was also reduced from the net establishment cost.",False
"Sathaye et al 2001; initial establishment (planting) costs in Mexico, min of range; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,Latin America,Mexico,1  - Peer Reviewed,2001,,400.0,US$2001/ha,536.0,US$2014/ ha,,"Reported initial establishment (planting) costs in Mexico, min of range; see p. 190 (section 2.1)",False
"Sathaye et al 2001; initial establishment (planting) costs in Mexico, max of range; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,Latin America,Mexico,1  - Peer Reviewed,2001,,500.0,US$2001/ha,670.0,US$2014/ ha,,"Reported initial establishment (planting) costs in Mexico, max of range; see p. 190 (section 2.1)",False
"Sathaye et al 2001; initial establishment (planting) costs for India/Philippines/China/Tanzania, min of range; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,World,,1  - Peer Reviewed,2001,,150.0,US$2001/ha,201.0,US$2014/ ha,,"Reported initial establishment (planting) costs for India/Philippines/China/Tanzania, min of range; see p. 190 (section 2.1)",False
"Sathaye et al 2001; initial establishment (planting) costs for India/Philippines/China/Tanzania, max of range; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,World,,1  - Peer Reviewed,2001,,300.0,US$2001/ha,402.0,US$2014/ ha,,"Reported initial establishment (planting) costs for India/Philippines/China/Tanzania, max of range; see p. 190 (section 2.1)",False
"Sathaye et al 2001; initial establishment (planting) costs in Indonesia, enhanced natural regeneration; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,Asia (Sans Japan),Indonesia,1  - Peer Reviewed,2001,,18.0,US$2001/ha,24.12,US$2014/ ha,,"Reported initial establishment (planting) costs in Indonesia, enhanced natural regeneration; see p. 190 (section 2.1)",False
"Sathaye et al 2001; initial establishment (planting) costs in Indonesia, short-rotation plantation; Sathaye, J. A., Makundi, W. R., Andrasko, K., Boer, R., Ravindranath, N. H., Sudha, P., ... & Ceron, A. (2001). Carbon mitigation potential and costs of forestry options in Brazil, China, India, Indonesia, Mexico, the Philippines and Tanzania. Mitigation and Adaptation Strategies for Global Change, 6(3-4), 185-211.",https://pubarchive.lbl.gov/islandora/object/ir:117767/datastream/PDF/download/citation.pdf,Asia (Sans Japan),Indonesia,1  - Peer Reviewed,2001,,50.0,US$2001/ha,67.0,US$2014/ ha,,"Reported initial establishment (planting) costs in Indonesia, short-rotation plantation; see p. 190 (section 2.1)",False
"Olschewski & Benitez 2010;planting costs during 1st year after establishment, based on field survey; Olschewski, R., & Benítez, P. C. (2010). Optimizing joint production of timber and carbon sequestration of afforestation projects. Journal of Forest Economics, 16(1), 1-10.",http://www.faustmann-conference.de/fileadmin/Dokumente/Abstracts/Olschewski.pdf,Latin America,Ecuador,1  - Peer Reviewed,2010,,408.0,$/ha,444.72,US$2014/ ha,,First year cost of planting based on field survey (see p. 6).,False
"Richards & Stokes 2004; excluded because value not found in source; Richards, K. R., & Stokes, C. (2004). A review of forest carbon sequestration cost studies: a dozen years of research. Climatic change, 63(1-2), 1-48.",http://link.springer.com/article/10.1023/B:CLIM.0000018503.10080.89,World,,1  - Peer Reviewed,2004,,425.0,$/ha,531.25,US$2014/ ha,,"Data not found; but the source has 23 data points as ""initial treatment cost"", refer table IX. The sources has also good data points on carbon cost of mitigation of forest plantation, forest management, and agroforestry. ",True
USDA 2014,,USA,United States,1  - Peer Reviewed,2014,,135.0,1997$/ac,492.0490258174422,US$2014/ ha,,Link not available,True
