"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Cordero and Boshier (ed) 2003; peach palm, average operating costs in Costa Rica; Cordero & Boshier, ed. Árboles de Centroamérica: un manual para extensionistas. Bib. Orton IICA/CATIE, 2003.",https://www.catie.ac.cr/catie-noticias/759-libro-arboles-de-centroamerica-ahora-en-version-digital.html,Latin America,Costa Rica,Tropical-Humid,2 - Public Sector/ Multilateral Agency,2003,,800.0,USD/ha/yr,1032.0,US$2014/ ha/ yr,,"peach palm; operating cost, p. 386 (in-text) - as the year was not mentioned, so the data was divided by the average lifespan of a banana tree, i.e, ~5 years",
"Cordero and Boshier (ed) 2003; cashew, average operating costs in El Salvador; Cordero & Boshier, ed. Árboles de Centroamérica: un manual para extensionistas. Bib. Orton IICA/CATIE, 2003.",https://www.catie.ac.cr/catie-noticias/759-libro-arboles-de-centroamerica-ahora-en-version-digital.html,Latin America,El Salvador,Tropical-Humid,2 - Public Sector/ Multilateral Agency,2003,,2100.0,Colones ,311.3793103448276,US$2014/ ha/ yr,,cashew; p. 353 in-text (@8.7/2003 dollar https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar) ,
Race et al,http://csusap.csu.edu.au/~acurtis/papers/racecurtisbooth_1999.pdf,OECD90,Australia,Tropical-Semi-Arid,1  - Peer Reviewed,1999,,3989.0,Australian dollars/ha/yr,4078.305970149254,US$2014/ ha/ yr,,"carob (Table 1 sum of total annual operating cost excluding overhead cost, @20.8 t/ha/yr)/ (@1.34 https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar) ",
"Rural Agricultural Development Authority (RADA) of Jamaica; breadfruit system, average maintenance cost over 5 years in Jamainca; Rural Agricultural Development Authority (RADA) “Marketing & Business Profile: Bread Fruit (Artocarpus altilis)” Jamaican Ministry of Agriculture & Lands (2013). https://www.rada.gov.jm/publications/publications/post-harvest-marketing/item/501-marketing-business-profile-bread-fruit-artocarpus-altilis",https://www.rada.gov.jm/publications/publications/post-harvest-marketing/item/501-marketing-business-profile-bread-fruit-artocarpus-altilis,Latin America,Jamaica,Tropical-Humid,2 - Public Sector/ Multilateral Agency,2013,,66000.0,Jamaican dollars ,628.0368420439627,US$2014/ ha/ yr,,"breadfruit - establish and maintenance cost over 5 years, therefore the establishment cost (low estimate used in order to take conservative approach) based on the meta-analysis was subtracted / (@72.23 https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar)",
"Ebiowei 2013; banana system in Nigeria, total variable cost; Ebiowei, KAINGA Prince. ""Budgetary analysis of banana (Musa sapientum L.) and Plantain (Musa paradisiaca L.) production."" Journal of Agricultural and Crop Research 1.4 (2013): 55-60.",http://sciencewebpublishing.net/jacr/archive/2013/October/pdf/Ebiowei.pdf,Middle East and Africa,Nigeria,Tropical-Humid,1  - Peer Reviewed,2013,,269631.72,Nigerian naira ,431.5461390240075,US$2014/ ha/ yr,,"plantain; total variable cost (as the year was not mentioned, so the data was divided by the average lifespan of a banana tree, i.e, ~5 years), see Table 2 p. 59 (@ 127.46  https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar)",
"Ebiowei 2013; plantain system in Nigeria, total variable cost; Ebiowei, KAINGA Prince. ""Budgetary analysis of banana (Musa sapientum L.) and Plantain (Musa paradisiaca L.) production."" Journal of Agricultural and Crop Research 1.4 (2013): 55-60.",http://sciencewebpublishing.net/jacr/archive/2013/October/pdf/Ebiowei.pdf,Middle East and Africa,Nigeria,Tropical-Humid,2  - Peer Reviewed,2013,,291246.1,Nigerian naira ,466.14,US$2014/ ha/ yr,,"banana; total variable cost (as the year was not mentioned, so the data was divided by the average lifespan of a banana tree, i.e, ~5 years), see Table 1 p. 58 (@ 127.46  https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar) ",
Phillip 2009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.415.2371&rep=rep1&type=pdf,Middle East and Africa,Nigeria,Tropical-Humid,1  - Peer Reviewed,2009,,126528.22,Nigerian naira/ha/2yr,963.4573030596705,US$2014/ ha/ yr,,"plantain, table 1  / (@ 117.8 https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar) - ",
Onoh 2015,https://www.semanticscholar.org/paper/Economics-of-Cashew-Harvesting-and-Marketing-in-Onoh-Udah/e8e791a4532a3153b8f3556c608185e4e555ff30,Middle East and Africa,Nigeria,Tropical-Humid,1  - Peer Reviewed,2015,,67103.0,Nigerian naira ,568.9571089134125,US$2014/ ha/ yr,,cashew (Table 5) / (@ 117.8 https://en.wikipedia.org/wiki/Tables_of_historical_exchange_rates_to_the_United_States_dollar),
"Chew et al 1999; sago palm plantation annual average in Malaysia; Chew, et al. “The sago industry in Malaysia: present status and future prospects”. Proceedings of the 7th International Working Group on Stored-product Protection – Volume 2. 14-19 October 1998, Beijing China. Sichuan Publishing House of Science and Technology, Chengdu, China, 1999.",http://spiru.cgahr.ksu.edu/proj/iwcspp/pdf2/7/1720.pdf,Asia (Sans Japan),Malaysia,Tropical-Humid,1  - Peer Reviewed,1999,,254.64,RM 1996/ha/yr,964.4489999999998,US$2014/ ha/ yr,,"sago palm (p. 1721), mean annual cost of maintenance. The mean cost of maintenance IS only RM 254.64 (US $ 1.00 = RM 2.50, at the time of our survey) per ha per year. 1996 to 2014 USD inflation rate is 1.515",
"Elbehri et al 2016; FAO publication, banana system, small farm production cost in Ecuador; Elbehri, A., et al. ""Ecuador's banana sector under climate change: an economic and biophysical assessment to promote a sustainable and climate-compatible strategy."" (2016).",http://www.fao.org/3/a-i5697e.pdf,Latin America,Ecuador,Tropical-Humid,2 - Public Sector/ Multilateral Agency,2014,,6853.7,USD/ha/yr,1309.9428273593671,US$2014/ ha/ yr,,"banana; small farm total production cost, therefore the establishment cost (low estimate used in order to take conservative approach) based on the meta-analysis was subtracted; see Table 5 p. 24 (currency not specified, assuming it's USD) - as the year was not mentioned, so the data was divided by the average lifespan of a banana tree, i.e, ~5 years",
