# Adoption Data for the Solar PV Utility solution
Year, World, OECD90, Eastern Europe, Asia (Sans Japan), Middle East and Africa, Latin America, China, India, EU, USA
2012, 58.200000000000
2013, 81.060000000000
2014, 112.633033333333
2015, 120.017885126478
2016, 150.183578269524
2017, 183.576950541000
2018, 220.085217400077
2019, 259.592846854710
2020, 270.443743021390
2021, 347.139698822437
2022, 394.948185601715
2023, 445.293953196108
2024, 498.063762174252
2025, 553.144511891680
2026, 610.421689703684
2027, 669.779990326818
2028, 731.105392069157
2029, 794.284247570901
2030, 855.202388792752
2031, 925.747965073939
2032, 993.805301899127
2033, 1063.262421494470
2034, 1134.007270506820
2035, 1205.927691547760
2036, 1278.910277899480
2037, 1352.841408771370
2038, 1427.608655027840
2039, 1503.099846420100
2040, 1592.369477651040
2041, 1655.800848363890
2042, 1732.780399647430
2043, 1810.022076207210
2044, 1887.405239216030
2045, 1964.808755097440
2046, 2042.112360094060
2047, 2119.195829991090
2048, 2195.937070721930
2049, 2272.213101610240
2050, 2343.283663386550
2051, 2422.875806606470
2052, 2497.015556166850
2053, 2570.187937411310
2054, 2642.258273058670
2055, 2713.094230747370
2056, 2782.568839176530
2057, 2850.560102106390
2058, 2916.946966676450
2059, 2981.611165705790
2060, 3044.434885617720
