"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Rubin et al (2015)_Rubin, E. S., Azevedo, I. M. L., Jaramillo, P., & Yeh, S. (2015). A review of learning rates for electricity supply technologies. Energy Policy, 86, 198–218. https://doi.org/10.1016/j.enpol.2015.06.011",http://www.sciencedirect.com/science/article/pii/S0301421515002293,World,,,1  - Peer Reviewed,2015,,,%,,%,,"Mean LR (One factor models average, 1979-2010)",True
"Rubin et al (2015)_Rubin, E. S., Azevedo, I. M. L., Jaramillo, P., & Yeh, S. (2015). A review of learning rates for electricity supply technologies. Energy Policy, 86, 198–218. https://doi.org/10.1016/j.enpol.2015.06.011",http://www.sciencedirect.com/science/article/pii/S0301421515002293,World,,,1  - Peer Reviewed,2015,,,%,,%,,"Mean LR (two factor models mean Learn by Doing, 1979-2010)",True
"Rubin et al (2015)_Rubin, E. S., Azevedo, I. M. L., Jaramillo, P., & Yeh, S. (2015). A review of learning rates for electricity supply technologies. Energy Policy, 86, 198–218. https://doi.org/10.1016/j.enpol.2015.06.011",http://www.sciencedirect.com/science/article/pii/S0301421515002293,World,,,1  - Peer Reviewed,2015,,,%,,%,,"Mean LR (two factor models mean Learn by Researching, 1979-2010)",True
Hayward and Graham (2013)_,http://www.sciencedirect.com/science/article/pii/S0140988313001837,World,,,1  - Peer Reviewed,2013,,,%,,%,,"Global LR for wind installation, 2000-2009",False
"IRENA (2017)-Onshore Wind Industry Learning Fast (LR on investment cost from 1983-2014)
",http://www.irena.org/newsroom/articles/2017/Mar/Onshore-Wind-Industry-Learning-Fast,World,,,2 - Public Sector/ Multilateral Agency,2017,,,%,,%,,LR on investment cost from 1983-2014,True
"IRENA (2017)-Onshore Wind Industry Learning Fast (LR on LCOE from 1983-2014)
",http://www.irena.org/newsroom/articles/2017/Mar/Onshore-Wind-Industry-Learning-Fast,World,,,2 - Public Sector/ Multilateral Agency,2017,,,%,,%,,LR on LCOE from 1983-2014,True
"Oxera(2012) Outlook for onshore wind 
",https://www.oxera.com/wp-content/uploads/2018/03/Onshore-wind-outlook-FINAL-211212.pdf,OECD90,United Kingdom,,2 - Public Sector/ Multilateral Agency,2012,,,%,,%,,,True
"Hayashi, D., Huenteler, J., & Lewis, J. I. (2018), pg2, LR(bid price, 2003-2007) minimum",https://www.sciencedirect.com/science/article/pii/S0301421518303045,China,,,1  - Peer Reviewed,2018,,,%,,%,,"LR(bid price, 2003-2007) minimum",True
"Hayashi, D., Huenteler, J., & Lewis, J. I. (2018), pg2, LR(bid price, 2003-2007) maximum",https://www.sciencedirect.com/science/article/pii/S0301421518303045,China,,,1  - Peer Reviewed,2018,,,%,,%,,"LR(bid price, 2003-2007) maximum",False
"Hayashi, D., Huenteler, J., & Lewis, J. I. (2018), pg2, LR(LCOE, 2004-2012) minimum",https://www.sciencedirect.com/science/article/pii/S0301421518303045,China,,,1  - Peer Reviewed,2018,,,%,,%,,"LR(LCOE, 2004-2012) minimum",False
"Hayashi, D., Huenteler, J., & Lewis, J. I. (2018), pg2, LR(LCOE, 2004-2012) maximum",https://www.sciencedirect.com/science/article/pii/S0301421518303045,China,,,1  - Peer Reviewed,2018,,,%,,%,,"LR(LCOE, 2004-2012) maximum",False
"Yao, Liu, & Qu, 2015, pg1, LR(2004-2011) with carbon price policy",https://www.sciencedirect.com/science/article/pii/S0306261915005577,China,,,1  - Peer Reviewed,2015,,,%,,%,,LR(2004-2011) with carbon price policy,False
"Yao, Liu, & Qu, 2015, pg1, LR(2004-2011) without carbon price policy",https://www.sciencedirect.com/science/article/pii/S0306261915005577,China,,,1  - Peer Reviewed,2015,,,%,,%,,LR(2004-2011) without carbon price policy,False
Wiser (2016)_Forecasting Wind Energy Costs and Cost Drivers_USA,https://emp.lbl.gov/sites/all/files/lbnl-1005717.pdf,USA,,,2 - Public Sector/ Multilateral Agency,2016,,,%,,%,,,
Wiser (2016)_Forecasting Wind Energy Costs and Cost Drivers_Global,https://emp.lbl.gov/sites/all/files/lbnl-1005717.pdf,World,,,2 - Public Sector/ Multilateral Agency,2016,,,%,,%,,,
Wiser (2016)_Forecasting Wind Energy Costs and Cost Drivers_Denmark,https://emp.lbl.gov/sites/all/files/lbnl-1005717.pdf,EU,Denmark,,2 - Public Sector/ Multilateral Agency,2016,,,%,,%,,,
Wiser (2016)_Forecasting Wind Energy Costs and Cost Drivers_Coastal European,https://emp.lbl.gov/sites/all/files/lbnl-1005717.pdf,EU,Coastal European,,2 - Public Sector/ Multilateral Agency,2016,,,%,,%,,,
Tsiropoulos (2018) pg.15 - high,http://publications.jrc.ec.europa.eu/repository/bitstream/JRC109894/cost_development_of_low_carbon_energy_technologies_v2.2_final_online.pdf,EU,,,2 - Public Sector/ Multilateral Agency,2017,,,%,,%,,Single-factor LR (on capacity addition to 2050),
Tsiropoulos (2018) pg.15 - reference,http://publications.jrc.ec.europa.eu/repository/bitstream/JRC109894/cost_development_of_low_carbon_energy_technologies_v2.2_final_online.pdf,EU,,,2 - Public Sector/ Multilateral Agency,2017,,,%,,%,,Single-factor LR (on capacity addition to 2050),
Tsiropoulos (2018) pg.15-low,http://publications.jrc.ec.europa.eu/repository/bitstream/JRC109894/cost_development_of_low_carbon_energy_technologies_v2.2_final_online.pdf,EU,,,2 - Public Sector/ Multilateral Agency,2017,,,%,,%,,Single-factor LR (on capacity addition to 2050),
