"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Nabuurs, et. al., 2013",http://www.nature.com/nclimate/journal/v3/n9/full/nclimate1853.html,Eastern Europe,EU,,1  - Peer Reviewed,2013,,,t C/ha/yr,,t C/ha/yr,,,
"Nabuurs, et. al., 2013",http://www.nature.com/nclimate/journal/v3/n9/full/nclimate1853.html,Eastern Europe,EU,,1  - Peer Reviewed,2013,,,t C/ha/yr,,t C/ha/yr,,,
"Yuhua and Williams, ",http://agris.fao.org/agris-search/search.do?recordID=US201600016095,USA,USA,,1  - Peer Reviewed,2013,,,t C/ha/yr,,t C/ha/yr,,,
"Hudiburg et al., 2009",http://ordvac.com/soro/library/Fuels%20Literature/Carbon/Hudiburgetal.pdf,USA,USA (Oregon and northern CA),,1  - Peer Reviewed,2009,,,t C/ha/yr,,t C/ha/yr,,,
"Morgenstern et al., 2004",https://s3.amazonaws.com/academia.edu.documents/45204522/Sensitivity_and_uncertainty_of_the_carbo20160429-19666-kp0j9p.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1514081827&Signature=H5dpwq9H3z1%2Fm6u3VCCcFV82AzY%3D&response-content-disposition=inline%3B%20filename%3DSensitivity_and_uncertainty_of_the_carbo.pdf,OECD90,"West coast of Vancouver Island, British Columbia, Canada",,1  - Peer Reviewed,2004,,,t C/ha/yr,,t C/ha/yr,,,
"Morgenstern et al., 2004",https://s3.amazonaws.com/academia.edu.documents/45204522/Sensitivity_and_uncertainty_of_the_carbo20160429-19666-kp0j9p.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1514081827&Signature=H5dpwq9H3z1%2Fm6u3VCCcFV82AzY%3D&response-content-disposition=inline%3B%20filename%3DSensitivity_and_uncertainty_of_the_carbo.pdf,OECD90,"West coast of Vancouver Island, British Columbia, Canada",,1  - Peer Reviewed,2004,,,t C/ha/yr,,t C/ha/yr,,,
"Humphreys et al., 2006",http://www.sciencedirect.com/science/article/pii/S0168192306002243,OECD90,"East coast of Vancouver Island, British Columbia, Canada",,1  - Peer Reviewed,2006,,,t C/ha/yr,,t C/ha/yr,,,
"Humphreys et al., 2006",http://www.sciencedirect.com/science/article/pii/S0168192306002243,OECD90,"East coast of Vancouver Island, British Columbia, Canada",,1  - Peer Reviewed,2006,,,t C/ha/yr,,t C/ha/yr,,,
"Barr et al., 2002",https://s3.amazonaws.com/academia.edu.documents/33368097/paper6.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1514082034&Signature=DC6wem16IAPp2Ped%2FtodscvCxsQ%3D&response-content-disposition=inline%3B%20filename%3DComparing_the_carbon_budgets_of_boreal_a.pdf,OECD90,Central Canada,,1  - Peer Reviewed,2002,,,t C/ha/yr,,t C/ha/yr,,,
"Barr et al., 2002",https://s3.amazonaws.com/academia.edu.documents/33368097/paper6.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1514082034&Signature=DC6wem16IAPp2Ped%2FtodscvCxsQ%3D&response-content-disposition=inline%3B%20filename%3DComparing_the_carbon_budgets_of_boreal_a.pdf,OECD90,Central Canada,,1  - Peer Reviewed,2002,,,t C/ha/yr,,t C/ha/yr,,,
IPCC LULUC,http://www.ipcc.ch/ipccreports/sres/land_use/index.php?idp=151,World,temperate,,1  - Peer Reviewed,2000,,,t C/ha/yr,,t C/ha/yr,,,
IPCC LULUC,http://www.ipcc.ch/ipccreports/sres/land_use/index.php?idp=151,World,temperate,,1  - Peer Reviewed,2000,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (evergreen),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (evergreen),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (deciduous),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (deciduous),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (semiarid evergreen),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
Luyssaert et al.,"Global Change Biology (2007) 13, 2509–2537, doi: 10.1111/j.1365-2486.2007.01439.x",World,temperate (semiarid evergreen),,1  - Peer Reviewed,2007,,,t C/ha/yr,,t C/ha/yr,,,
