"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Lazard's LCOE Analysis–Version 10.0, 2016, Solar Thermal with Storage",https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/,USA,,,3 - For Profit,2016,,115.0,US$2016/kW,113.4918001350664,US$2014/kW,,,
"Lazard's LCOE Analysis–Version 10.0, 2016, Solar Thermal with Storage",https://www.lazard.com/perspective/levelized-cost-of-energy-analysis-100/,USA,,,3 - For Profit,2016,,80.0,US$2016/kW,78.95081748526358,US$2014/kW,,,
"IPCC WG3 AR5 (Table A.III.1) Solar CSP, min",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,,1  - Peer Reviewed,2014,,0.0,US$2010/kW,0.0,US$2014/kW,,,
"IPCC WG3 AR5 (Table A.III.1) Solar CSP, max",https://www.ipcc.ch/pdf/assessment-report/ar5/wg3/ipcc_wg3_ar5_annex-iii.pdf,World,,,1  - Peer Reviewed,2014,,66.0,US$2010/kW,71.94000000000001,US$2014/kW,,,
"Bolinger (2017). Fixed O & M Costs for a US plant.Bolinger, M. S. et al. (2017). Utility-Scale Solar 2016- An Empirical Analysis of Project Cost, Performance, and Pricing Trends in the United States. LBNL,US Department of Energy, Washington.",https://www.researchgate.net/publication/324759308_Utility-Scale_Solar_2016-_An_Empirical_Analysis_of_Project_Cost_Performance_and_Pricing_Trends_in_the_United_States,USA,,,2 - Public Sector/ Multilateral Agency,2015,,53.0,US$2016/kWAC,52.30491658398712,US$2014/kW,,Fixed O & M Costs for a US plant,
"Bolinger (2017). Fixed O & M Costs for a US plant.Bolinger, M. S. et al. (2017). Utility-Scale Solar 2016- An Empirical Analysis of Project Cost, Performance, and Pricing Trends in the United States. LBNL,US Department of Energy, Washington.",https://www.researchgate.net/publication/324759308_Utility-Scale_Solar_2016-_An_Empirical_Analysis_of_Project_Cost_Performance_and_Pricing_Trends_in_the_United_States,USA,,,2 - Public Sector/ Multilateral Agency,2016,,48.0,US$2016/kWAC,47.37049049115815,US$2014/kW,,Fixed O & M Costs for a US plant,
EIA. (2018).US fixed O&M costs.EIA. (2018). Annual Energy Outlook 2018. Washington: US Energy Information Administration. Table 8.2,https://www.eia.gov/outlooks/aeo/assumptions/pdf/table_8.2.pdf,USA,,,2 - Public Sector/ Multilateral Agency,2017,,71.41,US$2017/kW-yr,68.96751697127937,US$2014/kW,,,
Lazard (2017). Low range fixed O & M cost estimates.Lazard. (Nov 2017). Lazard's Levelized Cost of Energy Analysis - Version 11.0. p-18,https://www.lazard.com/media/450337/lazard-levelized-cost-of-energy-version-110.pdf,USA,,,3 - For Profit,2017,,75.0,US$2017/kW-yr,72.43472584856396,US$2014/kW,,Low range of fixed O & M cost for CSP tower plant with storage,
Lazard (2017). Upper range fixed O & M cost estimates.Lazard. (Nov 2017). Lazard's Levelized Cost of Energy Analysis - Version 11.0. p-18,https://www.lazard.com/media/450337/lazard-levelized-cost-of-energy-version-110.pdf,USA,,,3 - For Profit,2017,,80.0,US$2017/kW-yr,77.26370757180156,US$2014/kW,,Upper range of fixed O & M cost for CSP tower plant with storage,
Lazard (2018). Low range fixed O & M cost estimates.Lazard. (Nov 2018). Lazard's Levelized Cost of Energy Analysis - Version 12.0. p-15,https://www.lazard.com/media/450784/lazards-levelized-cost-of-energy-version-120-vfinal.pdf,USA,,,3 - For Profit,2018,,75.0,US$2018/kW-yr,72.43472584856396,US$2014/kW,,Low range of fixed O & M cost for CSP tower plant with storage,
Lazard (2018). Upper range fixed O & M costCarbon abatement estimates.Lazard. (Nov 2018). Lazard's Levelized Cost of Energy Analysis - Version 12.0. p-15,https://www.lazard.com/media/450784/lazards-levelized-cost-of-energy-version-120-vfinal.pdf,USA,,,3 - For Profit,2018,,80.0,US$2018/kW-yr,77.26370757180156,US$2014/kW,,Upper range of fixed O & M cost for CSP tower plant with storage,
