"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Swamy and Puri, 2005; calculated C sequestration in biomass+soil; Swamy, S. L., & Puri, S. (2005). Biomass production and C-sequestration of Gmelina arborea in plantation and agroforestry system in India. Agroforestry systems, 64(3), 181-195.",https://link.springer.com/article/10.1007/s10457-004-1999-3,India,India,Tropical-Semi-Arid,1  - Peer Reviewed,2005,,1.48,tCa/ha/yr,,t C/ha/yr,0.55,"Calculated net C storage from tree + soil components in a gmelina/soybean/cowpea/wheat/mustard AF, 5 years after establishment on abandoned agricultural land. See abstract",
"Peichl et al 2006; net increase in C storage in poplar/barley intercrop compared to barley monoculture, southern Canada; Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J., & Abohassan, R. A. (2006). Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada. Agroforestry systems, 66(3), 243-257.",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s10457-005-0361-8.pdf&casa_token=5nxYRJ7ZxCEAAAAA:_04vSC7bfplzEuRm4E0Mq7PrK0qwCgFpWWaoO9u7LIb6bBMLb9pdcrB2oQDrJhpd_hmgYcr1-ZadybyxLg,OECD90,Canada,Temperate/Boreal-Humid,1  - Peer Reviewed,2006,,2.1538461538461537,tCa/ha/yr,,t C/ha/yr,0.8,Calculated increase in net C content (tree + soil pools) in a 13-year old poplar-barley intercrop compared to barley monoculture. See p. 251,
"Peichl et al 2006; net increase in C storage in norway spruce/barley intercrop compared to barley monoculture, southern Canada; Peichl, M., Thevathasan, N. V., Gordon, A. M., Huss, J., & Abohassan, R. A. (2006). Carbon sequestration potentials in temperate tree-based intercropping systems, southern Ontario, Canada. Agroforestry systems, 66(3), 243-257.",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s10457-005-0361-8.pdf&casa_token=5nxYRJ7ZxCEAAAAA:_04vSC7bfplzEuRm4E0Mq7PrK0qwCgFpWWaoO9u7LIb6bBMLb9pdcrB2oQDrJhpd_hmgYcr1-ZadybyxLg,OECD90,Canada,Temperate/Boreal-Humid,1  - Peer Reviewed,2006,,0.5230769230769229,tCa/ha/yr,,t C/ha/yr,0.8,Calculated increase in net C content (tree + soil pools) in a 13-year old poplar-barley intercrop compared to barley monoculture. See p. 251,
"Tschakert et al. 2004; excluded; Tschakert, P. (2004). The costs of soil carbon sequestration: an economic analysis for small-scale farming systems in Senegal. Agricultural Systems, 81(3), 227-253.",http://library.uniteddiversity.coop/Permaculture/Agroforestry/Carbon_Sequestration_Potential_of_Agroforestry_Systems-Opportunities_and_Challenges.pdf,Middle East and Africa,Senegal,Tropical-Semi-Arid,1  - Peer Reviewed,2004,,0.27,tCa/ha/yr,,t C/ha/yr,,"Optimal agricultural intensification, incl. Leucaena prunings in Senegal - excluded because the described optimal agricultural intensification system does not have a tree component (see Table 1)",1.0
"Okorio and Maghembe, 1994; exluded; Okorio, J., & Maghembe, J. A. (1994). The growth and yield of Acacia albida intercropped with maize (Zea mays) and beans (Phaseolus vulgaris) at Morogoro, Tanzania. Forest ecology and management, 64(2-3), 183-190.",http://library.uniteddiversity.coop/Permaculture/Agroforestry/Carbon_Sequestration_Potential_of_Agroforestry_Systems-Opportunities_and_Challenges.pdf,Middle East and Africa,Tanzania,Tropical-Semi-Arid,1  - Peer Reviewed,1994,,1.2,tCa/ha/yr,,t C/ha/yr,0.55,Refer table 1 on page 60; Faidherbia albida plantation in Tanzania - excluded because couldn't find the number in original source,
"Kim, 2012; excluded (SOC only); Kim, D. G. (2012). Estimation of net gain of soil carbon in a nitrogen-fixing tree and crop intercropping system in sub-Saharan Africa: results from re-examining a study. Agroforestry Systems, 86(2), 175-184.",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10457-011-9477-1&casa_token=rfszV1wnVW8AAAAA:_L_XI8CI2k9N7rHi_EyQuJdtLG_gyAd4TBLsTAe1_rJohFqMrIdSA6KXx_UBEPYmEqFPM5oT0OuuMV5_pQ,Middle East and Africa,Sub-Saharan Africa,Tropical-Semi-Arid,1  - Peer Reviewed,2012,,3.5,tCa/ha/yr,,t C/ha/yr,,Excluded - SOC only (see variable 26),1.0
"Lenka et al., 2012; excluded (SOC only); Lenka, N. K., Dass, A., Sudhishri, S., & Patnaik, U. S. (2012). Soil carbon sequestration and erosion control potential of hedgerows and grass filter strips in sloping agricultural lands of eastern India. Agriculture, ecosystems & environment, 158, 31-40.",https://www.sciencedirect.com/science/article/pii/S016788091200196X,India,India,Tropical-Semi-Arid,1  - Peer Reviewed,2012,,0.39,tCa/ha/yr,,t C/ha/yr,,Excluded - SOC only (see variable 26),1.0
"Lenka et al., 2012; excluded (SOC only); Lenka, N. K., Dass, A., Sudhishri, S., & Patnaik, U. S. (2012). Soil carbon sequestration and erosion control potential of hedgerows and grass filter strips in sloping agricultural lands of eastern India. Agriculture, ecosystems & environment, 158, 31-40.",https://www.sciencedirect.com/science/article/pii/S016788091200196X,India,India,Tropical-Semi-Arid,1  - Peer Reviewed,2012,,0.412,tCa/ha/yr,,t C/ha/yr,,Excluded - SOC only (see variable 26),1.0
"Oelbermann et al., 2004; maize/bean/gliricidia total C in ABG/BGB/SOC; Oelbermann, M., Voroney, R. P., & Kass, D. C. (2004). Gliricidia sepium carbon inputs and soil carbon pools in a Costa Rican alley cropping system. International Journal of Agricultural Sustainability, 2(1), 33-42.",https://www.tandfonline.com/doi/pdf/10.1080/14735903.2004.9684565?casa_token=BUnZhPTTy3QAAAAA:ZAZzYvbN7goEMb-aOcjCNoyn0esAYV_-r48j0Fpmb_jbebLDkpGIoIk-Rl2lwqmRAEejhhyCIQv8XA,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2004,,118.0,gC/m2/yr,1.18,t C/ha/yr,1.0,Total C inputs from maize and beans plus gliricidia in 19-year old alley crop system (with no fertilizer); see Table 2 ,
"Oelbermann et al., 2006; excluded, refers to SOC only; Oelbermann, M., Voroney, R. P., Thevathasan, N. V., Gordon, A. M., Kass, D. C., & Schlönvoigt, A. M. (2006). Soil carbon dynamics and residue stabilization in a Co",https://www.researchgate.net/profile/Maren_Oelbermann/publication/226197818_Soil_carbon_dynamics_and_residue_stabilization_in_a_Costa_Rican_and_southern_Canadian_alley_cropping_system/links/02e7e52375c70471e0000000/Soil-carbon-dynamics-and-residue-stabilization-in-a-Costa-Rican-and-southern-Canadian-alley-cropping-system.pdf,Latin America,Costa Rica,Tropical-Humid,1  - Peer Reviewed,2004,,179.0,gC/m2/yr,1.79,t C/ha/yr,1.0,Excluded - SOC only (see variable 26),1.0
