"SOURCE ID: Author/Org, Date, Info",Link,World / Drawdown Region,Specific Geographic Location,Thermal-Moisture Regime,Source Validation Code,Year / Date,License Code,Raw Data Input,Original Units,Conversion calculation,Common Units,Weight,Assumptions,Exclude Data?
"Lewis et al 2009; abstract: Mean, between 1968-2007. Full reference: Lewis, S. L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T. R., Ojo, L. O., … Wöll, H. (2009). Increasing carbon storage in intact African tropical forests. Nature, 457(7232), 1003–1006. https://doi.org/10.1038/nature07771",http://www.afritron.org/upload/publication-store/itm_0/Lewis2009_Increaing_C_storage_nature07771.pdf,Middle East and Africa,Africa,Tropical-Semi-Arid,,,,0.9037745879851143,t C/ha/yr,,t C/ha/yr,,Table 1: deltaTTC mean (last column)/ Area,
"Lewis et al 2009; abstract: Low, between 1987-1996. Full reference: Lewis, S. L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T. R., Ojo, L. O., … Wöll, H. (2009). Increasing carbon storage in intact African tropical forests. Nature, 457(7232), 1003–1006. https://doi.org/10.1038/nature07771",http://www.afritron.org/upload/publication-store/itm_0/Lewis2009_Increaing_C_storage_nature07771.pdf,Middle East and Africa,Africa,Tropical-Semi-Arid,,,,0.39872408293460926,t C/ha/yr,,t C/ha/yr,,Table 1: deltaTTC low 95% CI (last column)/ Area,1.0
"Lewis et al 2009; abstract: High, between 1987-1997. Full reference: Lewis, S. L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T. R., Ojo, L. O., … Wöll, H. (2009). Increasing carbon storage in intact African tropical forests. Nature, 457(7232), 1003–1006. https://doi.org/10.1038/nature07771",http://www.afritron.org/upload/publication-store/itm_0/Lewis2009_Increaing_C_storage_nature07771.pdf,Middle East and Africa,Africa,Tropical-Semi-Arid,,,,1.14300903774588,t C/ha/yr,,t C/ha/yr,,Table 1: deltaTTC high 95% CI (last column)/ Area,1.0
Luyssaert et al 2008,https://www.nature.com/articles/nature07276,World,,Temperate/Boreal-Humid,,,,3.2,t C/ha/yr,,t C/ha/yr,,"Forests 200 years old and above sequester on average 2.4 ± 0.8 tC /ha/yr; refer page 1
",1.0
Luyssaert et al 2008,https://www.nature.com/articles/nature07276,World,,Temperate/Boreal-Humid,,,,1.5999999999999999,t C/ha/yr,,t C/ha/yr,,"Forests 200 years old and above sequester on average 2.4 ± 0.8 tC /ha/yr; refer page 1
",1.0
"Pan et al. (2011); Tropical Intact stock change per area for Asia 1990- 1999. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Asia (Sans Japan),Asia,Tropical-Humid,,,,0.88,Mg C/ha/yr,,t C/ha/yr,,Table 2. tropical intact forest. 1990-1999,
"Pan et al. (2011); Tropical Intact stock change per area for Africa 1990- 1999. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Middle East and Africa,Africa,Tropical-Humid,,,,0.94,Mg C/ha/yr,,t C/ha/yr,,Table 2. tropical intact forest. 1990-1999,
"Pan et al. (2011); Tropical Intact stock change per area for Americas 1990- 1999. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Latin America,Americas,Tropical-Humid,,,,0.77,Mg C/ha/yr,,t C/ha/yr,,Table 2. tropical intact forest. 1990-1999,
"Pan et al. (2011); Tropical Intact stock change per area for Asia 2000- 2007. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Asia (Sans Japan),Asia,Tropical-Humid,,,,0.9,Mg C/ha/yr,,t C/ha/yr,,Table 2. tropical intact forest. 2000-2007,
"Pan et al. (2011); Tropical Intact stock change per area for Africa 2000-2007. Full reference: Pan, Y., Birdsey, R. A., Fang, J., Houghton, R., Kauppi, P. E., Kurz, W. A., … Hayes, D. (2011). A Large and Persistent Carbon Sink in the World’s Forests. Science, 333(6045), 988–993. https://doi.org/10.1126/science.1201609",http://science.sciencemag.org/content/early/2011/07/27/science.1201609?casa_token=tED3gs8NK7oAAAAA:V9d2wMpTSQZzDYGfXGYTZylSlSeudhGI-XYKnoFw8hLY140admRKLxyN8JvhFO-z38XgpxaIEnfND7qf,Middle East and Africa,Africa,Tropical-Humid,,,,0.94,Mg C/ha/yr,,t C/ha/yr,,Table 2. tropical intact forest. 2000-2007,
