Year,World,OECD90,Eastern Europe,Asia (Sans Japan),Middle East and Africa,Latin America,China,India,EU,USA
2012,5.0,,,,,,,,,
2013,6.2,,,,,,,,,
2014,9.0,,,,,,,,,
2015,10.3,,,,,,,,,
2016,11.037,,,,,,,,,
2017,11.476,,,,,,,,,
2018,12.5,,,,,,,,,
2019,14.5,,,,,,,,,
2020,17.0,,,,,,,,,
2021,19.9,,,,,,,,,
2022,23.4,,,,,,,,,
2023,27.4,,,,,,,,,
2024,32.1,,,,,,,,,
2025,34.0,,,,,,,,,
2026,43.4,,,,,,,,,
2027,50.1,,,,,,,,,
2028,57.6,,,,,,,,,
2029,65.9,,,,,,,,,
2030,75.0,,,,,,,,,
2031,85.1,,,,,,,,,
2032,96.1,,,,,,,,,
2033,108.1,,,,,,,,,
2034,121.1,,,,,,,,,
2035,138.0,,,,,,,,,
2036,150.4,,,,,,,,,
2037,166.8,,,,,,,,,
2038,184.3,,,,,,,,,
2039,203.1,,,,,,,,,
2040,222.0,,,,,,,,,
2041,244.6,,,,,,,,,
2042,267.4,,,,,,,,,
2043,291.6,,,,,,,,,
2044,317.3,,,,,,,,,
2045,344.4,,,,,,,,,
2046,373.1,,,,,,,,,
2047,403.3,,,,,,,,,
2048,435.2,,,,,,,,,
2049,468.8,,,,,,,,,
2050,504.0,,,,,,,,,
2051,541.1,,,,,,,,,
2052,579.9,,,,,,,,,
2053,620.5,,,,,,,,,
2054,663.0,,,,,,,,,
2055,707.5,,,,,,,,,
2056,753.9,,,,,,,,,
2057,802.3,,,,,,,,,
2058,852.7,,,,,,,,,
2059,905.3,,,,,,,,,
2060,959.9,,,,,,,,,
