VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low
1,Current_Adoption,Current Adoption,True,False,0.3,7.0,7.0
2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices,True,False,88447875.23512907,7.0,7.0
3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,289195767.32455766,584093447.5387115,100133030.2635106
4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,False,False,,,
5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,False,False,,,
6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,False,False,,,
7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,False,False,,,
8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,False,False,,,
9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,False,False,,,
10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,
11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,
12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,True,False,0.02982047205771399,7.0,7.0
13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,True,False,0.25152998946285965,7.0,7.0
14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,
15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,310.8120027080024,7.0,7.0
16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,0.25152998946285965,7.0,7.0
17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,
18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,
19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,
20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,
21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,
22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,
23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,
24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,
25,Threshold_Avg_Annual_Temperature_Gradient_of_Cooling,Threshold  Avg. Annual Temperature Gradient of Cooling,True,False,0.5,7.0,7.0
26,Average_Commercial_Building_Wall_Height,Average Commercial Building Wall Height,True,False,3.9,7.0,7.0
27,Average_Residential_Building_Wall_Height,Average Residential Building Wall Height,True,False,3.1,7.0,7.0
28,Average_Commercial_Building_Floor_Count,Average Commercial Building Floor Count,True,False,3.0,7.0,7.0
29,Average_Residential_Building_Floor_Count,Average Residential Building Floor Count,True,False,1.58,7.0,7.0
30,Individual_Commercial_Residential_Building_Floor_Area_Ratio,Individual Commercial:Residential Building Floor Area Ratio,True,False,7.09,7.0,7.0
31,Conventional_Insulation_R_value_for_Cold_Latitudes,Conventional Insulation R-value for Cold Latitudes,True,False,2.1136793097568845,7.0,7.0
32,Solution_Insulation_R_value_for_Cold_Latitudes,Solution Insulation R-value for Cold Latitudes,True,False,4.010286993588974,5.360372519034405,2.660201468143543
33,Surface_Area_per_Floor_Area_Ratio,Surface Area per Floor Area Ratio,True,False,1.7239775333906229,7.0,7.0
34,Discount_Rate_Households,Discount Rate - Households,True,False,0.04,0.05095445115010332,0.029045548849896678
