# Adoption Data for the Solar PV Rooftop solution
"Year", "World"
2012, 38.81960000000
2013, 54.04360000000
2014, 75.22920000000
2015, 84.26650949050
2016, 95.63713391408
2017, 106.99559487962
2018, 118.33536455129
2019, 129.64991509328
2020, 163.20000000000
2021, 152.17724744486
2022, 163.37697358280
2023, 174.52536924774
2024, 185.61590660384
2025, 207.60000000000
2026, 207.59729504624
2027, 218.47509046087
2028, 229.26891622337
2029, 239.97224449788
2030, 252.00000000000
2031, 261.08129723969
2032, 271.47396603531
2033, 281.75002599966
2034, 291.90294929688
2035, 301.92620809117
2036, 311.81327454668
2037, 321.55762082760
2038, 331.15271909808
2039, 340.59204152231
2040, 332.80000000000
2041, 358.97724748870
2042, 367.91007535919
2043, 376.66101604012
2044, 385.22354169565
2045, 393.59112448996
2046, 401.75723658721
2047, 409.71535015158
2048, 417.45893734725
2049, 424.98147033837
2050, 438.40000000000
2051, 439.33726236370
2052, 446.15746572624
2053, 452.73050354094
2054, 459.04984797195
2055, 465.10897118346
2056, 470.90134533964
2057, 476.42044260465
2058, 481.65973514267
2059, 486.61269511787
2060, 491.27279469442
