# Adoption Data for the Solar PV Rooftop solution
Year, World, OECD90, Eastern Europe, Asia (Sans Japan), Middle East and Africa, Latin America, China, India, EU, USA
2012, 38.81960000000
2013, 54.04360000000
2014, 75.45802419757
2015, 133.71262725742
2016, 157.50319081996
2017, 182.63835223754
2018, 209.19912140354
2019, 237.26446242985
2020, 386.66207692623
2021, 298.22438710890
2022, 331.28026257620
2023, 366.16233474525
2024, 402.95363151917
2025, 441.73743601944
2026, 482.59608676024
2027, 525.61153549569
2028, 570.86698408786
2029, 618.44615240783
2030, 651.50352279182
2031, 720.91193648051
2032, 775.96710291025
2033, 833.68421164790
2034, 894.14967068026
2035, 957.45019660415
2036, 1023.67193440709
2037, 1092.90128632999
2038, 1165.22607853809
2039, 1240.73487469762
2040, 1294.82444651381
2041, 1401.65781744824
2042, 1487.24696677792
2043, 1576.36888866274
2044, 1669.10746400652
2045, 1765.54641598144
2046, 1865.77051287179
2047, 1969.86485816832
2048, 2077.91309018063
2049, 2189.99817188832
2050, 2317.01413113223
2051, 2426.60945186559
2052, 2551.30100624129
2053, 2680.35142316740
2054, 2813.83094949083
2055, 2951.81130268696
2056, 3094.36917835270
2057, 3241.58637184676
2058, 3393.54567745559
2059, 3550.33320028248
2060, 3712.03590977804
