VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low
1,Current_Adoption,Current Adoption,True,False,46320.8434100555,46320.8434100555,46320.8434100555
2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices,True,True,13407827.032386478,30275850.08657493,0.0
3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,27601904.693654,35702977.33354905,19500832.05375895
4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,1888.6094783807969,3232.276270165851,544.9426865957423
5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,1259.072985587198,1601.7492482106684,916.3967229637276
6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,83.93819903914653,89.2364943367075,78.63990374158556
7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,83.93819903914653,89.2364943367075,78.63990374158556
8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,417484.54360760504,819007.9923316642,79014.44401951913
9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,False,False,,,
10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,
11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,
12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,True,False,0.005023280736726128,0.005266500125677628,0.004780061347774627
13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,
14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,
15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,92.11787445185978,96.57807774087085,87.6576711628487
16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,
17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,
18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,
19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,
20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,
21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,
22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,
23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,
24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,
25,Installation_Cost_for_Fixtures,Installation Cost for Fixtures,True,True,11493050.512901712,19207885.762640327,3778215.263163098
26,Gini_Coefficient_for_GDP_per_Capita,Gini Coefficient for GDP per Capita,True,False,0.7141666666666667,0.8023793200800082,0.6259540132533252
27,Percentage_of_Water_Saved_Perc_Of_Annual_Domestic_Water_Demand,Percentage of Water Saved (Perc. Of Annual Domestic Water Demand),True,False,0.15762267146895936,0.19490250532462594,0.12034283761329279
28,Number_of_Low_Flow_Taps_per_Person,Number of Low-Flow Taps per Person,True,False,1.492537313432836,1.492537313432836,1.492537313432836
29,Number_of_Low_Flow_Showerheads_per_Person,Number of Low-Flow Showerheads per Person,True,False,0.3781094527363184,0.3781094527363184,0.3781094527363184
30,Persons_per_Household,Persons per Household,True,True,3.582107786059424,4.5898646899623765,2.5743508821564713
31,Purchase_Install_Cost_of_Conventional_Fixtures,Purchase & Install Cost of Conventional Fixtures,True,False,24018427.88028499,29594811.891234316,18442043.869335666
