VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low
1,Current_Adoption,Current Adoption,True,False,93.2979,212.15438061208107,-25.55858061208106
2,CONVENTIONAL_First_Cost_per_Implementation_Unit,CONVENTIONAL First Cost per Implementation Unit,False,False,,,
3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,1199.8861226016184,2019.5956820982665,380.1765631049702
4,CONVENTIONAL_Lifetime_Capacity,CONVENTIONAL Lifetime Capacity,False,False,,,
5,SOLUTION_Lifetime_Capacity,SOLUTION Lifetime Capacity,True,False,17129.24100317985,24789.670460397218,9468.811545962482
6,CONVENTIONAL_Average_Annual_Use,CONVENTIONAL Average Annual Use,False,False,,,
7,SOLUTION_Average_Annual_Use,SOLUTION Average Annual Use,True,False,856.4620501589925,1002.0447233830746,710.8793769349104
8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,0.10171703017262183,0.19021128705877768,0.013222773286465983
9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit,True,False,0.05771209548005298,0.10213943838314535,0.004378477714574574
10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),False,False,,,
11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),False,False,,,
12,CONVENTIONAL_Total_Energy_Used_per_Functional_Unit,CONVENTIONAL Total Energy Used per Functional Unit,True,False,0.26667857747577767,0.26667857747577767,0.26667857747577767
13,SOLUTION_Energy_Efficiency_Factor,SOLUTION Energy Efficiency Factor,False,False,,,
14,SOLUTION_Total_Energy_Used_per_Functional_Unit,SOLUTION Total Energy Used per Functional Unit,False,False,,,
15,CONVENTIONAL_Fuel_Consumed_per_Functional_Unit,CONVENTIONAL Fuel Consumed per Functional Unit,True,False,4807.761759293666,4807.761759293666,4807.761759293666
16,SOLUTION_Fuel_Efficiency_Factor,SOLUTION Fuel Efficiency Factor,True,False,1.0,1.0,1.0
17,CONVENTIONAL_Direct_Emissions_per_Functional_Unit,CONVENTIONAL Direct Emissions per Functional Unit,False,False,,,
18,SOLUTION_Direct_Emissions_per_Functional_Unit,SOLUTION Direct Emissions per Functional Unit,False,False,,,
19,CONVENTIONAL_Indirect_CO2_Emissions_per_Unit,CONVENTIONAL Indirect CO2 Emissions per Unit,False,False,,,
20,SOLUTION_Indirect_CO2_Emissions_per_Unit,SOLUTION Indirect CO2 Emissions per Unit,False,False,,,
21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,
22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,
23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,
24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,
25,Conversion_factor_for_collector_area_to_solar_thermal_capacity,Conversion factor for collector area to solar thermal capacity,True,False,0.699933598937583,0.7,0.699867197875166
26,Natural_Gas_Share_of_Conventional_Water_Heating,Natural Gas Share of Conventional Water Heating,True,False,0.9,0.9,0.9
27,Electricity_Share_of_Conventional_Water_Heating,Electricity Share of Conventional Water Heating,True,False,0.1,0.1,0.1
28,Conventional_Fuel_HW_Efficiency,Conventional Fuel HW Efficiency,True,True,0.5690717522950707,0.6614122081706775,0.4767312964194639
29,Conventional_Electricity_HW_Efficiency,Conventional Electricity HW Efficiency,True,False,0.9,0.9,0.9
