VMA number,Title on xls,Fixed Mean,Fixed High,Fixed Low
1,Current Adoption,0.018875000000000003,0.04440452947079128,-0.00665452947079127
3,SOLUTION First Cost per Implementation Unit,1298.7653261653952,2329.7462185194763,267.7844338113139
5,SOLUTION Operating Cost per Functional Unit per Annum,562.358384723618,844.9803294449654,279.73644000227057
7,SOLUTION Net Profit Margin per Functional Unit per Annum,313.31297636029984,469.48394581406603,157.14200690653365
12,Total Energy Used per SOLUTION functional unit,10.75,11.57915619758885,9.92084380241115
15,t CO2-eq (Aggregate emissions) Reduced per Land Unit,0.4773666666666667,0.959445435011518,-0.004712101678184644
21,Sequestration Rates,1.183125,2.230674036740047,0.13557596325995314
22,Sequestered Carbon NOT Emitted after Cyclical Harvesting/Clearing,8.674672500000002,8.674672500000002,8.674672500000002
24,Rotational length (years),20.333333333333332,26.831196229872642,13.835470436794022
25,Carbon content in biomass (%),0.49006250000000007,0.5134911650014464,0.46663383499855365
26,Future adoption (%),0.5913709932318543,1.2673995696408589,-0.08465758317715033
